10781,19/09/1958,Patricio,Leuchs,M,04/02/1991
11187,02/05/1957,Koldo,Makinen,M,02/09/1985
11539,17/12/1957,Yechiam,Zaumen,M,15/05/1993
10596,24/01/1954,Sanjit,Coors,M,01/04/1995
10619,27/04/1961,Vivian,Kusakabe,M,24/03/1989
10624,19/12/1955,Sham,Gyorkos,F,07/05/1990
11259,13/01/1960,Amalendu,Gronowski,X,26/12/1986
10922,27/10/1953,Kyoichi,Wossner,M,09/08/1992
11276,10/03/1957,Yunming,Cappelletti,M,12/03/1988
11273,12/09/1961,Make,Guting,X,07/10/1987
10221,03/01/1957,Yucai,Granlund,M,08/06/1988
11238,28/12/1962,Kwan,Chenoweth,M,24/09/1988
10237,22/09/1952,Yannis,Mandell,F,11/08/1989
11599,23/03/1958,Deniz,Ashish,M,13/03/1989
11543,21/07/1959,Takahiro,Krohm,M,01/04/1987
10395,17/02/1952,Takahiro,Deverell,M,04/02/1987
11960,15/01/1960,Moss,Flasterstein,M,28/07/1988
10845,24/12/1960,Hidde,Tasistro,F,30/06/1988
10383,13/11/1963,Leucio,Aumann,M,19/06/1991
10182,04/02/1961,Moriyoshi,Merey,F,02/09/1990
10149,20/05/1953,Xiadong,Perry,F,05/11/1986
10151,06/03/1959,Itzchak,Lichtner,M,10/04/1990
11480,13/09/1960,Masoud,Itschner,F,13/03/1990
11636,16/06/1955,Fumitaka,Shiratori,M,16/11/1992
11875,13/02/1959,Luisa,Sambasivam,F,25/07/1992
10783,13/11/1963,Moty,Kenevan,M,15/05/1994
11739,09/12/1958,Venkatesan,Serot,F,10/02/1985
10974,07/03/1952,Muneo,Papsdorf,M,25/11/1985
10608,11/07/1955,Adhemar,Talmor,F,25/05/1986
10560,01/05/1960,Yinlin,Esteva,F,28/09/1988
10161,06/04/1953,Hairong,Mellouli,X,03/04/1988
10299,21/06/1960,Ipke,Stentiford,F,10/01/1990
11979,09/10/1962,Abdulah,Akazan,F,08/09/1994
10243,22/12/1960,Wonhee,Pouyioutas,M,24/11/1985
10157,23/04/1954,Nigel,Aloisi,M,02/11/1985
11280,04/01/1964,Lillian,Restivo,F,07/08/1989
10585,10/11/1963,Sajjad,Willoner,F,05/01/1986
11925,15/04/1956,Feiyu,Pashtan,M,02/06/1996
11974,13/10/1963,Vojin,Sabnani,M,23/07/1989
10837,06/02/1957,Chuanti,Karlin,M,14/01/1986
10911,22/07/1959,Shay,Casley,M,25/06/1988
10899,11/05/1962,Valery,Rousseau,F,06/10/1989
11027,13/12/1955,Remzi,Cappello,M,07/05/1986
10014,12/02/1956,Berni,Genin,M,11/03/1987
11460,19/11/1955,Mana,Maraist,M,14/03/1992
10255,08/02/1964,Roddy,Garnick,M,12/05/1993
10235,27/03/1958,Susanta,Roccetti,F,06/04/1995
10356,12/08/1952,Vasilis,Standera,M,06/08/1988
10106,29/08/1952,Eben,Aingworth,M,19/12/1990
10052,26/02/1961,Heping,Nitsch,M,21/05/1988
11838,13/04/1955,Taiji,Nitta,M,29/09/1985
11611,24/09/1956,Annemarie,Mateescu,F,02/12/1986
11648,26/09/1959,Gill,Ponthieu,M,15/02/1992
11013,31/03/1961,Breannda,Vesel,M,13/09/1996
11088,14/11/1956,Sadun,Hennings,M,25/08/1989
11526,19/04/1954,Tonny,Impagliazzo,M,23/02/1992
10691,18/11/1957,Denny,Setia,M,17/09/1989
11688,04/09/1958,Denis,Coullard,F,29/10/1994
11049,12/02/1963,Gift,Apsitis,F,12/05/1995
11108,15/04/1962,Danae,Grabner,F,12/06/1992
10441,27/04/1958,Adel,Perfilyeva,M,12/07/1988
11662,25/04/1963,Mokhtar,Hofting,M,05/10/1985
10611,11/05/1964,Karsten,Blokdijk,M,16/09/1989
10825,27/03/1958,Fan,Fairtlough,M,30/12/1985
11733,25/05/1954,Leszek,Sudbeck,F,12/01/1992
10079,05/10/1961,Kshitij,Gils,F,27/03/1986
10961,28/03/1957,Weiwu,Choobineh,M,14/05/1986
10289,30/11/1956,Shay,Poulakidas,M,06/06/1990
11627,24/09/1964,Zeljko,Schreiter,M,01/11/1991
10278,09/03/1955,Lubomir,Nitsch,M,17/05/1991
11631,18/11/1960,Kristin,Malinowski,M,14/04/1992
10798,18/07/1961,Elliott,Bednarek,M,09/02/1992
10745,23/10/1953,Poorav,Ranze,F,26/05/1987
10111,29/08/1963,Hugo,Rosis,F,19/06/1988
11892,01/09/1960,Tesuro,Lorys,M,09/08/1993
10420,03/03/1963,Kaijung,Riesenhuber,M,17/01/1988
11024,17/06/1954,Manton,Collavizza,M,05/04/1995
10365,28/04/1958,Rosine,Granlund,X,02/06/1987
11146,25/06/1954,Ishfaq,Masand,F,21/03/1988
10995,26/02/1963,Chenye,Hertweck,F,19/07/1997
11772,19/06/1954,Gaurav,Penz,F,04/12/1987
11241,23/09/1956,Yolla,Clemencon,M,12/08/1997
10428,25/06/1957,Cathie,Brlek,M,04/06/1992
10179,25/11/1961,Deniz,Duclos,F,04/10/1990
11135,14/09/1958,Xinyu,Mellouli,X,22/10/1991
10628,18/04/1954,Krisda,Krogh,M,11/09/1985
11643,09/12/1957,Gila,Redmiles,M,17/12/1993
11795,15/12/1960,Herbert,Erman,F,24/03/1992
11462,28/01/1959,Chikara,Maginnis,M,27/04/1990
10260,14/07/1961,Alper,Suomi,F,13/04/1991
10817,02/10/1958,Uri,Rullman,F,26/12/1990
11728,29/09/1961,Serge,Makrucki,M,01/12/1987
11642,23/06/1956,Dmitri,Verhoeff,M,01/12/1991
10165,16/06/1960,Miyeon,Macedo,M,17/05/1988
10100,21/04/1953,Hironobu,Haraldson,F,21/09/1987
10755,10/06/1962,Odysseas,Ressouche,M,16/06/1988
11057,13/02/1959,Adly,Vural,M,12/07/1996
11121,13/02/1953,Vugranam,Kakkad,F,21/02/1987
10156,19/09/1964,Sumali,Fargier,M,10/03/1985
10109,25/11/1958,Mariusz,Prampolini,F,16/06/1993
11398,30/05/1953,Oscar,Peir,M,23/08/1986
11214,03/03/1961,Elgin,Ibel,F,25/11/1991
11069,21/06/1960,Pragnesh,Luff,F,29/08/1988
11569,29/08/1959,Kasidit,Geffroy,F,06/10/1986
11744,07/10/1964,Felicidad,Auria,F,23/08/1989
11072,10/04/1961,Arfst,Pulkowski,M,27/12/1985
11585,28/05/1959,Chaitali,Vandervoorde,M,13/10/1994
11908,13/09/1957,Candida,Iisaku,F,16/10/1985
11021,13/07/1954,Srinidhi,Henders,F,24/05/1985
10843,05/09/1961,Honesty,Smeets,M,26/04/1990
11437,18/07/1956,Supot,Vidya,M,12/08/1991
10747,02/02/1955,Falguni,Khalid,M,08/10/1990
11286,04/12/1964,Joydip,Gini,F,16/02/1988
10024,05/09/1958,Suzette,Pettey,F,19/05/1997
10189,12/11/1955,Khalid,Erva,M,05/10/1989
10537,29/06/1962,Stella,Benzmuller,M,25/09/1996
11548,13/11/1962,Nahid,Leuchs,M,16/05/1986
11760,30/03/1959,Along,Miake,F,15/09/1985
10997,30/08/1959,Alselm,Parascandalo,F,06/05/1994
10517,18/06/1953,Tiina,Speek,M,25/12/1990
11869,14/09/1955,Fumino,Luca,F,12/08/1996
11410,27/11/1953,Gro,Vendrig,M,13/07/1997
10074,28/08/1955,Mokhtar,Bernatsky,F,13/08/1990
11524,26/10/1955,Xiadong,Standera,M,20/09/1988
11161,30/01/1957,Ung,Ashish,M,31/05/1988
11481,17/04/1961,Sven,Schrooten,M,03/11/1986
10417,02/02/1964,Bingning,Bakhtari,M,12/03/1992
10180,29/01/1956,Shaw,Wendorf,M,25/02/1986
11478,18/03/1962,Nidapan,Ginneken,M,29/08/1993
10148,04/10/1957,Douadi,Azumi,M,10/10/1995
11665,04/04/1959,Fai,Linnainmaa,M,01/05/1989
11912,15/08/1964,Kristian,Giaccio,M,13/11/1985
11261,05/09/1963,Claudi,Demri,F,06/12/1987
10018,19/06/1954,Kazuhide,Peha,F,03/04/1987
11018,02/08/1960,Berthier,Luby,F,03/07/1988
11034,23/10/1961,Moti,Shrader,F,01/01/1993
11345,11/08/1964,Youngkon,Maierhofer,M,30/03/1985
11949,27/01/1953,Martijn,Harbusch,M,11/03/1985
10992,26/11/1958,Zhensheng,Juneja,X,01/08/1988
10507,18/02/1964,Kasidit,Belinskaya,M,26/04/1985
11028,23/02/1952,Miyeon,Krider,M,18/06/1986
11290,07/05/1953,Visit,Dredge,M,08/09/1985
11205,05/02/1962,Tayeb,Ebeling,M,23/08/1993
11263,09/09/1961,Kwangjo,Fiebach,M,15/08/1989
10020,24/12/1952,Mayuko,Warwick,M,26/01/1991
10140,11/03/1957,Yucel,Auria,F,14/03/1991
10154,17/01/1957,Abdulah,Thibadeau,F,12/12/1990
11325,06/02/1952,Samphel,Rossi,F,10/01/1999
10489,24/08/1958,Elvia,Homond,M,10/09/1989
10361,22/04/1961,Seshu,Sidou,F,23/10/1986
10923,29/04/1957,Younwoo,Maquelin,X,09/04/1990
11929,18/05/1959,Kendra,Beeson,F,12/04/1989
11894,23/12/1954,Mitchel,Validov,M,22/06/1988
11399,02/04/1958,Luisa,Plotkin,M,09/02/1985
11709,11/04/1959,Insup,Wossner,M,09/11/1985
10465,13/03/1963,Claudi,Shackel,M,01/09/1987
10304,07/03/1956,Bernt,Erie,M,16/11/1992
11956,31/03/1958,Mokhtar,Maccarone,M,15/08/1991
10050,21/05/1958,Yinghua,Dredge,M,25/12/1990
11243,14/06/1955,Udi,Desikan,F,08/12/1994
11866,20/06/1956,Bojan,Gihr,M,11/09/1988
10881,13/06/1959,Katsuo,Miake,M,18/04/1996
10511,18/06/1963,Khoa,Marrevee,M,27/01/1992
11045,28/04/1957,Chikako,Schueller,F,09/08/1985
10982,27/02/1964,Yishay,Decleir,M,11/11/1989
10695,30/08/1962,Zorica,Acton,M,05/08/1989
11392,27/01/1956,Fatemeh,Reeken,M,12/02/1997
11142,19/11/1964,Moheb,Raney,X,13/07/1985
11214,03/03/1961,Elgin,Ibel,F,25/11/1991
11116,08/06/1960,Sverrir,Milicic,M,23/10/1992
10973,02/10/1961,Valdiodio,Raczkowsky,M,05/03/1989
10351,23/08/1963,Tadahiko,Strehl,F,07/03/1985
11176,06/12/1964,Mingzeng,Heinisuo,M,15/06/1985
11226,18/05/1961,Margareta,Akiyama,F,13/07/1986
11897,23/11/1952,Cordelia,Setlzner,M,27/12/1987
11436,25/02/1961,Christfried,Lindqvist,M,29/08/1995
10815,12/11/1960,Renny,Pramanik,M,19/04/1994
10795,14/12/1954,Supot,Naudin,M,21/05/1985
11385,04/03/1952,Shiv,Ullian,M,22/05/1988
10201,15/12/1956,Idoia,Kavraki,F,22/11/1986
11344,31/01/1956,Paddy,Gulak,M,10/05/1990
10769,02/11/1962,Vishv,Bouloucos,M,16/08/1987
10711,20/06/1963,Arvind,DuBourdieux,F,21/06/1991
10086,19/11/1962,Somnath,Foote,M,16/02/1990
11826,20/02/1964,Carrsten,Rotem,M,06/07/1988
10844,03/02/1954,Dipayan,Koprowski,M,03/03/1987
11279,05/12/1960,Masanao,Ranft,M,01/08/1989
11456,21/07/1958,Anyuan,Seuren,F,05/12/1998
10345,13/12/1960,Arra,Ratnakar,M,08/11/1993
10142,29/08/1956,Tzvetan,Hettesheimer,M,28/10/1993
10553,08/02/1964,Rajmohan,Wallrath,F,27/10/1985
10884,07/03/1958,Teunis,Kleiser,F,15/04/1993
10360,04/11/1960,Irene,Munck,M,04/09/1996
10633,09/02/1957,Sorina,Herber,M,17/06/1985
10146,12/01/1959,Chenyi,Syang,M,28/06/1988
11674,29/10/1959,Dzung,Gyimothy,M,03/02/1987
11192,06/09/1952,Apostol,Bahr,M,30/09/1991
11686,14/11/1952,Nadjib,Srimani,F,14/10/1989
10063,06/08/1952,Gino,Leonhardt,F,08/04/1989
10369,08/01/1957,Qunsheng,Toyoshima,M,17/05/1986
11675,10/06/1964,Slavian,Pettit,M,07/10/1986
10669,30/05/1956,Yurij,Iisaka,F,09/06/1995
10903,04/06/1958,Visit,Nyanchama,M,14/02/1989
10807,23/06/1964,Munehiro,Zallocco,X,23/10/1986
11958,10/09/1960,KayLiang,Leivant,F,03/12/1987
10512,16/11/1955,Udi,Gihr,M,12/01/1986
11461,18/04/1955,Kish,Cronau,M,19/08/1986
10714,28/09/1960,Aran,Sadowsky,M,11/03/1997
11545,01/08/1962,Bartek,Lieblein,F,19/09/1986
11383,22/02/1964,Billur,Herbst,M,18/03/1992
11759,01/02/1962,Feixiong,Cincotta,M,30/04/1988
10124,23/05/1962,Geraldo,Marwedel,M,05/09/1991
11124,12/07/1963,Gladys,Porenta,M,16/04/1990
10043,19/09/1960,Yishay,Tzvieli,M,20/10/1990
10865,16/03/1961,Danco,Etalle,M,19/04/1991
11209,25/06/1964,Xuejun,Penn,M,06/09/1997
10403,01/04/1956,Atreyi,Mungall,F,13/09/1991
10894,21/08/1958,Suebskul,Srimani,F,18/07/1991
11883,27/05/1952,Nectarios,Bhattacharjee,F,16/04/1988
10250,12/08/1958,Serap,Etalle,M,30/08/1992
10726,11/01/1954,Zita,Minakawa,F,01/09/1985
10122,19/01/1965,Ohad,Esposito,M,23/12/1992
11352,26/09/1961,Toney,Terekhov,X,25/11/1985
10288,02/06/1959,Selwyn,Perri,M,29/08/1994
11137,17/03/1955,Hugh,Luca,X,31/07/1986
11609,27/08/1964,Sigeru,Marrakchi,M,03/08/1991
11318,09/09/1964,Gopalakrishnan,Unno,F,25/01/1986
10418,29/06/1952,Candida,Porotnikoff,F,20/04/1989
11125,27/02/1959,Munir,Spieker,M,26/02/1988
11357,25/05/1958,Radoslaw,Azevdeo,M,15/05/1993
11168,03/05/1953,Shmuel,Tetzlaff,F,15/07/1996
11617,04/12/1958,Masaki,Peroz,X,29/06/1987
11221,29/11/1953,Alselm,Hammerschmidt,M,22/08/1989
11660,19/07/1955,Gill,Stenning,F,22/11/1986
11060,30/06/1953,Genevieve,Pokrovskii,F,03/05/1991
10773,11/07/1960,Avishai,Bahr,F,01/12/1985
10524,02/05/1959,Shigehiro,Cincotta,F,09/10/1985
10248,24/09/1955,Frederique,Tempesti,F,13/08/1991
11186,15/07/1953,Kshitij,Stasinski,M,10/12/1994
11030,12/06/1956,Kwan,Hellwagner,F,09/05/1988
10567,21/05/1957,Dietrich,Journel,M,18/10/1992
10275,22/10/1961,Marek,Luck,F,08/09/1987
10959,19/06/1956,Kerryn,Vigier,M,01/03/1994
10144,17/06/1959,Marla,Brendel,M,14/10/1985
10581,20/11/1956,Odinaldo,Prochazka,F,09/02/1988
11133,13/12/1955,Nalini,Azulay,M,04/02/1988
10600,17/08/1963,Emran,Rettelbach,F,22/12/1985
11253,11/09/1952,Koldo,Pokrovskii,M,22/05/1992
11672,28/04/1959,Munir,Businaro,M,02/12/1987
10090,30/05/1961,Kendra,Hofting,M,14/03/1986
11420,30/04/1955,Tsutomu,Lalonde,F,31/01/1992
10549,20/03/1957,Beshir,Kisuki,M,26/10/1995
10316,20/06/1958,Christoper,Schwaller,M,04/09/1987
10183,17/10/1954,Mechthild,Bonifati,X,11/08/1996
10953,23/06/1956,Jahangir,Laventhal,F,12/02/1987
10840,26/04/1961,Mohammad,Koshino,M,04/06/1993
10661,07/04/1956,Ottavia,Giarratana,F,12/01/1988
11741,27/05/1962,Valeri,Vigier,F,04/02/1989
11651,13/02/1961,Guoxiang,Giveon,M,09/08/1987
11381,06/09/1960,Shir,Vural,M,12/08/1991
11904,05/07/1962,DeForest,Flasterstein,M,06/06/1993
11369,01/10/1961,Alair,Camarinopoulos,F,05/08/1991
10789,19/05/1964,Aruna,Journel,F,02/02/1987
11834,20/05/1962,Mana,Wegerle,F,04/04/1990
10217,07/07/1954,Yongmin,Roison,F,12/05/1986
10219,02/05/1952,Genta,Kolvik,X,31/03/1993
11663,08/11/1957,Maria,Trumbly,F,11/09/1987
10306,02/06/1953,Heng,Kilgour,M,06/09/1993
10666,03/10/1964,Zhonghua,Reeker,M,20/05/1989
10112,13/08/1963,Yuichiro,Swick,F,08/10/1985
10706,11/10/1959,Gonzalo,Eldridge,M,17/12/1989
10344,24/07/1957,Uwe,Garnier,F,25/06/1994
11041,12/01/1964,Stamatina,Matheson,M,12/08/1985
11333,19/06/1960,Heon,Slobodova,M,14/02/1988
11349,05/09/1953,Yurii,Hammerschmidt,M,27/06/1992
11602,09/08/1953,Somnath,Malabarba,M,21/06/1993
10768,24/06/1955,Ishfaq,Candan,M,04/07/1985
11776,20/10/1961,Giordano,Zaccaria,F,05/11/1986
10474,24/02/1962,Kenton,Garnham,F,28/09/1985
10387,03/11/1952,Parto,Wrigley,F,19/02/1987
11512,24/09/1962,Nidapan,Hagimont,F,01/09/1987
10777,11/08/1955,Mizuhito,Kemmerer,F,05/07/1988
11888,05/04/1952,Badri,Azulay,M,28/11/1994
11493,13/02/1957,Shen,Sevcikova,M,22/07/1995
10896,12/04/1964,Adil,Taubenfeld,M,08/10/1994
11320,13/04/1954,Atilio,McAlpine,M,24/11/1987
11171,01/12/1961,Yuguang,Passino,F,04/10/1992
10504,07/04/1953,Xiong,Varker,M,03/12/1988
11970,06/12/1958,Toong,Marrakchi,M,24/05/1985
11305,22/12/1960,Augustine,Schwabacher,F,11/04/1986
11633,09/06/1959,Kazuyasu,Teitelbaum,F,27/08/1991
10615,30/08/1955,Keung,Delgrande,M,10/03/1996
11476,20/06/1954,Manton,Yoshizawa,F,15/01/1994
10677,20/02/1963,Alejandra,Perng,F,07/10/1996
11458,09/08/1958,Stevo,Chenoweth,F,06/10/1985
11079,18/09/1952,Piyush,Garigliano,M,09/10/1993
10830,17/08/1954,Fen,Fiebach,M,24/08/1991
10610,24/06/1955,Irena,Roccetti,F,11/04/1996
11930,03/01/1962,Shai,Radivojevic,F,14/01/1991
12001,06/11/1960,Ulf,Hofstetter,F,10/03/1989
10040,13/09/1959,Weiyi,Meriste,F,14/02/1993
10480,25/01/1965,Make,Baba,F,18/05/1988
11396,06/02/1955,Anneke,Servieres,F,04/02/1997
10756,24/06/1958,Paddy,Brizzi,M,21/11/1995
10026,03/04/1953,Yongqiao,Berztiss,M,20/03/1995
10705,17/06/1963,Hironobu,Wynblatt,M,18/07/1990
10440,10/04/1959,Akeel,Narahara,F,31/03/1994
11102,14/03/1959,Bernardo,Carrera,M,03/01/1991
11843,16/01/1959,Zongyan,Slaats,M,26/05/1985
10715,21/11/1959,Goa,Poehlman,M,25/09/1995
10934,21/05/1960,Bartek,Strooper,F,11/11/1993
10186,16/07/1953,Shigehito,Kropatsch,M,28/03/1986
11026,24/11/1957,Heon,Ossenbruggen,M,08/11/1991
11266,09/08/1955,Florina,Rohrbach,M,04/04/1995
11515,03/03/1955,Ulf,Basawa,F,27/02/1986
10515,15/12/1963,Raimond,Kirkerud,M,28/10/1989
10346,29/01/1963,Aamod,Radwan,M,27/01/1987
11532,01/03/1958,Shahab,Cromarty,M,01/12/1991
11583,06/06/1964,Margo,Domenig,M,09/06/1986
11074,17/08/1963,Spyrose,Peak,M,23/04/1992
10720,17/06/1956,Odinaldo,Kruskal,M,01/08/1985
11880,22/08/1960,Akeel,Esposito,F,31/01/1993
11551,28/08/1962,Subhrajyoti,Gonthier,X,21/04/1985
11094,28/08/1958,Xiaoshan,Ratnaker,X,26/08/1991
11358,21/04/1960,Nevin,Petereit,F,02/06/1990
10252,30/01/1961,Shirish,Wegerle,F,08/11/1990
11423,16/09/1954,Guangming,Kopetz,M,14/06/1993
10698,13/09/1959,Barton,Engberts,M,08/12/1994
10737,10/10/1960,Vincent,Schwartzbauer,M,15/10/1990
10568,02/12/1953,Gao,Poulakidas,F,14/02/1989
11179,25/06/1960,Kerhong,Veccia,F,31/03/1992
10900,18/07/1955,Ferdinand,Prenel,F,07/09/1995
11927,27/10/1956,Mana,Aingworth,M,26/04/1986
11754,18/05/1958,Malu,Magliocco,F,23/08/1999
10307,20/07/1955,Nikolaos,Leaver,M,10/04/1991
10814,17/09/1952,Nidapan,Dymetman,F,17/07/1993
11037,22/05/1952,Lansing,Maliniak,M,28/01/1988
11864,14/06/1952,Pradeep,Kriebel,F,12/11/1985
10398,16/07/1958,Shooichi,Escriba,F,12/10/1990
10918,26/12/1954,Susumu,Reghbati,M,13/12/1985
11860,29/07/1964,Chriss,DeMori,F,04/10/1992
10526,31/12/1963,Kwangho,Theuretzbacher,F,27/02/1988
10998,17/02/1956,Marlo,Kandlur,M,28/06/1992
10136,14/09/1961,Zissis,Pintelas,M,11/02/1986
10761,10/04/1959,Sumali,Liedekerke,M,30/05/1992
10671,12/06/1953,Parviz,Rebaine,M,08/01/1987
11985,12/10/1959,Baocai,Wiegley,M,18/12/1985
11677,19/02/1958,Shooichi,Luit,F,12/09/1991
10137,30/07/1959,Maren,Hutton,M,18/02/1985
11861,12/03/1962,Vincent,Claffy,F,28/05/1990
11165,07/06/1957,Kolar,Pietrzykowski,M,30/04/1995
10877,11/09/1964,Subir,Biron,M,06/06/1986
11220,25/06/1962,Sahrah,Figueira,F,24/11/1989
11362,24/11/1963,Tooru,Hockney,M,10/02/1985
10169,03/05/1961,Sampalli,Snedden,F,1992-07-45
10373,08/01/1959,Hongzue,Heijenga,M,26/04/1997
11644,1952-13-08,Sanjit,Zaiane,F,28/01/1991
10375,09/10/1957,Dante,Kalafatis,F,29/05/1994
11260,11/06/1963,Ingemar,Schade,M,29/09/1993
11139,13/10/1955,Bogdan,Homond,F,24/12/1985
10267,16/01/1956,Shaunak,Cullers,M,11/12/1996
11470,11/10/1962,Khalid,Michaels,M,26/11/1991
10652,25/04/1960,Danai,Chachaty,M,12/02/1990
10943,19/11/1955,Berna,Skafidas,M,19/02/1988
10123,12/05/1962,Hinrich,Randi,M,15/01/1993
11479,02/12/1953,Shridhar,Pleszkun,X,23/08/1998
11126,08/01/1965,Hideo,Daescu,F,25/02/1992
11570,12/08/1960,Mayumi,Uchoa,M,07/10/1988
10073,23/02/1954,Shir,McClurg,M,01/12/1991
10276,27/07/1964,Xuejun,Hempstead,M,21/07/1985
10297,17/06/1956,Narain,Oaver,F,28/05/1986
11316,02/11/1963,Ult,Farrar,F,18/07/1997
11687,28/02/1963,Owen,Peak,M,13/01/1986
10942,08/08/1952,Toshimitsu,Larfeldt,F,08/09/1989
11793,13/08/1960,Barun,Harllee,M,06/06/1996
10012,04/10/1960,Patricio,Bridgland,M,18/12/1992
11732,14/06/1955,Sanjoy,Ranft,F,11/08/1985
11828,15/06/1958,Mikhail,Paciorek,F,14/03/1985
11600,18/07/1961,Yurij,Pardalos,M,30/04/1987
10716,08/10/1963,Aiman,Constantine,M,20/08/1985
11762,17/05/1958,Kerhong,Greibach,M,10/05/1992
11486,05/03/1963,Itzchak,Ramaiah,M,31/05/1985
10851,15/11/1959,Piyawadee,Copas,M,21/11/1994
11382,04/04/1962,Akemi,Otillio,M,04/06/1991
10150,29/01/1955,Zhenbing,Perng,F,16/11/1986
11881,06/08/1952,Arra,Staelin,M,08/04/1990
10059,19/09/1953,Alejandro,McAlpine,F,26/06/1991
11474,17/04/1953,Gennady,Akazan,M,26/07/1990
10933,24/01/1965,Juyoung,Seghrouchni,F,02/08/1993
10824,20/09/1958,Kirk,Kalsbeek,M,18/03/1985
11429,22/02/1957,Nagui,Kaminger,M,16/10/1986
11111,14/07/1954,Udi,Zastre,F,25/12/1994
10951,20/01/1962,Marco,Iisaku,M,06/07/1989
10699,02/02/1964,Hatim,Deverell,X,17/11/1985
10561,07/09/1958,Serge,Joslin,F,15/12/1990
11899,07/10/1961,Bodh,Munke,M,30/12/1995
10118,29/03/1957,Zhonghui,Zyda,F,13/09/1990
